PH2001100343	The selected measurement sites , represent major upland crops , such as sweet pepper , garlic , tobacco , tomato , and maize.	represent	The selected measurement sites	major upland crops , such as tobacco	1	1				
CZ2012000669	Energy efficiency and energy productivity in these agro-ecosystems was 2.19 and 0.064 kg / MJ , respectively , and water productivity was 0.11 kg / m3.	had respectively of	energy productivity in these agro - ecosystems	2.19	1	1				
DJ2012060765	Three bambara groundnut growing districts in the Transition agro-ecology ; Nkoranza , Wenchi East and Wenchi West and four districts in the Guinea Savannah agro-ecology ; Bawku West , Kasena Nankana , Talensi Nabdam and Builsa were studied between August 2006 and January , 2007.	were studied	Kasena Nankana	between August 2006 and January	1	1				
DJ2012080692	The knowledge of the flow of parasitoids in cultivation areas is a practice that should be adopted forchoosing a best method for the regulation of pest populations.	is	The knowledge of the flow of parasitoids in cultivation areas	a practice that should be adopted	1	1				
FR2017103430	E cological intensification , in explicitly pursuing the goal of increasing food production to feed the planet , differs from agroecology , whose proponents think that the view that world hunger will be solved by merely increasing yield is an oversimplification.	will be solved	world hunger	by merely increasing yield	1	1				
FR1999000512	Les interactions possibles liees a ce phenomene sont discutees.	liees	Les interactions possibles	a ce phenomene sont discutees	1	1				
PH9511531	Heavy emphasis was on early - maturing cultivars to increase total system productivity by making it feasible for upland farmers to grow sequences of 2 - 3 crops per year.	was	Heavy emphasis	on early - maturing cultivars	to increase total system productivity by making it feasible	1	1			
RU2008000183	A significant reduction has been found in 137Cs specific activity in plants growing on all soil types : by 17 , 25 and 73 % for peat , soddy - podzolic soil and chernozem , respectively.	has been found	A significant reduction	in 137Cs	specific activity in plants growing on all soil types : by 73 % for peat	1	1			
LV2016015216	Indeed , the historic mission of the Unit was to support work on crop selection with a high number of experimental micro-field plots.	was	the historic mission of the Unit	to support work on crop selection with a high number of experimental micro-field plots	1	1				
RO1999000091	The possible explanation is that at high pH NiCO3 and basic Nickel carbonate 2NiCO3 .3 Ni ( OH ) 2.4 H2O of lower solubility are formed.	are formed	2NiCO3 .3 Ni	at high pH NiCO3	1	1				
FR2016206509	The two principles concerning economy of inputs and reduction of pollution emerged in nearly all the case studies , a finding that can be explained by the economic and regulatory constraints affecting animal production.	affecting	the economic constraints	animal production	1	1				
XF2017002845	This book will be a valuable resource for students of agricultural science , environmental engineering , and rural planning ; researchers and scientists in agricultural development agencies ; and practitioners of agricultural development in government extension programs , development agencies , and NGOs.	will be	This book	a valuable resource for students of agricultural science researchers	1	1				
SK2008000027	Stands were fertilized with nitrogen ( amount 15 kg per hectare ) , which was aplicated before sowing.	was aplicated	nitrogen	before sowing	1	1				
QL2013000139	Generally , inundated rice systems predominate in the deltas and lowland plains , while upland systems dominate in the sloping uplands and highlands.Annual rainfall is more than adequate to support rainfed cropping throughout the GMS , but its highly seasonal distribution , driven by the southwest monsoon , means the growing season is restricted to six to eight months of the year.	predominate	inundated rice systems	in the deltas	while upland systems dominate in the sloping uplands and highlands.Annual rainfall is more than adequate to support rainfed cropping throughout the GMS	1	1			
GB9608063	Ten - day - old seedlings of IR45 and IR74 ( UVB sensitive ) , and IR64 and IR30 ( UVB less sensitive ) , were subjected to UVB radiation in a glasshouse for 6 h d - 1 for 4 weeks.	were subjected	Ten - day - old seedlings of IR45 , and IR64 UVB less sensitive	to UVB radiation in a glasshouse	for 6 h d	1	1			
ID1999000630	The soybean seedling system in Japan has the similarity with the system in Indonesia.	has	The soybean seedling system in Japan	the similarity with the system in Indonesia	1	1				
AV2012045148	Increasing technological efficiencies in the use of land , water , food , seed and energy through sustainable intensification such as the widespread adoption of integrated multi-trophic aquaculture ( IMTA ) and integrated agriculture - aquaculture farming ecosystems approaches will not be enough , since these will improve only the efficiency of resource use and increase yields per unit of inputs and do not address social constraints and user conflicts.	will not be	Increasing technological efficiencies in the use of energy	enough	since these will improve only the increase yields per unit of inputs	1	1			
PH19970076379	Those relationships will be use to estimate the N and P balance and N and P uptake efficiency.	will be use	Those relationships	to estimate the N balance	1	1				
CN2010002850	Since the 20th century , there has been a rapid charlge in agricultural landscape and fragmentation of farmlands , resulted from expansion of urbanization and installation of agriculture in China.	resulted	fragmentation of farmlands	from expansion of installation of agriculture in China	1	1				
DJ2012080621	Under intermediate agro-ecology number of insects in 1 kg of grain increased from 1.83 to 101 and 79.10 ; insect damage increased from 2.42 to 20.75 % and 2.33 to 20.08 % ; germination percentage decreased from 98.00 and 97.5 % to 68.5 and 80.5 % for grains stored in Gombisa and Sacks respectively over six months of storage periods.	stored	grains	in Sacks	respectively	over six months of storage periods	1	1		
RU2019001064	A year after applying SUPRODIT - M , the content of 137Cs in the roots decreased 6.4 times in comparison with the control plot.	decreased	the content of 137Cs in the roots	6.4 times	in comparison with the control plot	A year after applying SUPRODIT - M	1	1		
PH1998010355	"""""""""""""""This study demonstrates the benefits of a new , low panicle ( LP ) rice plant type by presenting results with """""""""""""""" artificial panicles """""""""""""""" and simulation modeling."""""""""""""""	demonstrates	This study	the benefits of a new , low panicle	1	1				
CZ2012000353	The influences of arbuscular mycorrhizal ( AM ) fungus on growth , gas exchange , chlorophyll concentration , chlorophyll fluorescence and water status of maize plants were studied in pot culture under well - watered and drought stress conditions.	were studied	The influences of arbuscular mycorrhizal ( AM ) fungus on growth	in pot culture	under well - watered and drought stress conditions	1	1			
PH1998010436	Much of this work has occurred in a previously double - cropped irrigated rice fields on the IRRI farm , which for the last 4 yrs has supported wet season ( WS ) rice and dry season main plot treatments of irrigated rice and upland maize.	has supported	the IRRI farm	wet season dry season main plot treatments of irrigated upland maize	for the last 4 yrs	1	1			
PH2013000528	In addition , H. varicornis can also parasitizate the host by paralysis and host - feeding.	can parasitizate	H. varicornis	the host	1	1				
BG1999000458	The mineralogical experiments indicate that the chromic luvisol clays from Chalkidiki are dominated by smectite and illite , while those from the profiles in Tharacian Vally contain smectit and kaolinite.	contain	those from the profiles in Tharacian Vally	kaolinite	1	1				
AV20120116301	Landscape characteristics were expected to predominately influence all aspects of community structure because anurans associated with temporary wetland systems are likely to exist as metapopulations.	associated	anurans	with temporary wetland systems	1	1				
FR2014012341	This positioning paper introduces the concept of redesign and uses integrated fruit production ( IFP ) and organic food & farming ( OF&F ) , as examples highlighting transition issues in agriculture.Whereas design can be considered as resulting from in silico activities ( ex ante approach ) , redesign entails both an assessment of existing situations and explicit objectives guiding changes in farming systems ( in itinere approach ).	introduces	This positioning paper	the concept of redesign	1	1				
IR2012002023	The results suggested that the iron concentration of grain was much greater in the furrower treatment relative to the disk + furrower treatment.	was	the iron concentration of grain	much greater in the furrower treatment relative to the disk + furrower treatment	1	1				
LV2016000545	Finally , wetland with providing the suitable income resource for rural populations , play the important role in development of economic - social and ecologic aspects of the adjacent regions and also can provide agrobiodiversity and species conservation.	can provide	wetland	agrobiodiversity conservation	Finally	1	1			
FR2016229131	This chapter also describes selected tropical case studies of crop protection , such as upland rice seed - dressing and fruit fly control in orchards , to compare and contrast crop protection in these contexts.	describes	This chapter	selected tropical case studies of crop protection , such as upland rice seed - dressing fly control in orchards	1	1				
AE2019100061	The objects of our research are the superficial waters of the small rivers of Kiev region.	are	The objects of our research	the superficial waters of the small rivers of Kiev region	1	1				
FR2014013360	The major research needs identified are ( 1 ) analysing the constraints of the current systems and identifying ways of moving towards systems that include more legumes , ( 2 ) identifying new and diversified uses for legumes in a sustainable food chain , ( 3 ) assessing and improving the ecosystem services provided by legumes at cropping system and territory scales and ( 4 ) promoting agroecology through and for legume crop management.	are	The major research needs identified	1	1	1				
US2016216507	Since 1994 the Centro de Agricultura alternativa Vicente Nica - CAV ( Vicente Nica Alternative Agriculture Center ) and a group of 32 farmers / experimentators practice and divulge AFS in the Alto Jequitinhonha area , trying to develop a conservationist production alternative.	divulge	experimentators	AFS	in the Alto Jequitinhonha area	trying to develop a conservationist production alternative	Since 1994	1	1	
GH2008000006	Rice grain yields were 6.2 , 7.3 and 3.7 t ha - ' for half rate poultry manure + half rate mineral fertilizer at Potrikrom , Biemso No. 1 and Biemso No. 2 respectively , while full rate mineral fertilizer gave 6.6 , 7.3 and 3.9 t ha - i at the three sites respectively.	were	Rice grain yields	6.2 t ha - ' for Biemso No. 2	respectively	while full rate mineral fertilizer gave 6.6 t ha - i at the three sites respectively	1	1		
FR2016219186	Our results indicated that , at the farm level , there was a farming system effect with a negative and non-linear relationship linking performance.	indicated	Our results	that , at the farm level , there was a farming system effect with a negative relationship	1	1				
CH1997000318	To formulate recommendations for the application of compost , the Swiss Federal Research Station for Agricultural Chemistry and Hygiene of the Environment at Liebefeld ( Switzerland ) ( since 1 January 1996 Institute of Environmental Protection and Agriculture , IUL , Swiss Federal Research Station for Agroecology and Agriculture , FAL ) carried out field and pot experiments over several years.	carried out	1 January 1996 Institute of Environmental Protection , IUL , Swiss Federal Research Station for Agriculture , FAL	field	1	1				
XF2017001458	The book provides the scientific basis required by students and scientists involved in the development of sustainable agroecosystems and contributes to a range of disciplines including Agriculture , Biology , Geography , Landscape Ecology , Organic Farming , Biological Control , and Global Change Ecology.	contributes	The book	to a range of disciplines including Biological Control	1	1				
UA1999000044	The methods developed are based on principles of renewable agriculture , rational use of natural resources.	are based	The methods developed	on principles of renewable agriculture	1	1				
ES20030027581	Nos interesa , de modo especifico , plantear y comentar la necesidad por revisar desde una perspectiva autocritica los quehaceres disciplinarios dispuestos en un ejercicio de contacto directo con las poblaciones indigenas de nuestra region , que tipo de metodologias transporta la agroecologia?	quehaceres	por revisar desde una perspectiva autocritica los	disciplinarios dispuestos en un ejercicio de contacto directo con las poblaciones indigenas de nuestra region	1	1				
CZ2013000307	The search rates were uninfluenced by temperature whereas handling times differed significantly between 17 deg C and 25 deg C , and between 17 deg C and 30 deg C , but not between 25 deg C and 30 deg C.	differed significantly	handling times	between 17 deg C and 25 deg C	1	1				
GB2013201865	The impacts in general include : increased yield of crops , increased production and income of the beneficiary households , improved health , increased asset building and better living conditions enhanced market integration and higher demand for farm activities increased participation of women in economic activities and decision making , empowerment of women in terms of income utilisation , information and knowledge exchange declined diversity of landraces of crops , declining traditional soil fertility management practices due to reliance on fertilisers and pesticides increased inequality in wealth of users and non-users.	include	The impacts in general	increased yield of crops enhanced market integration increased participation of decision making , information exchange declined diversity of landraces of crops , declining traditional soil fertility management practices due to reliance on pesticides increased inequality in wealth of non-users	1	1				
BY2011000495	However , the main objects of the research and the operational units for the evaluation of soil and land resource potential were soil combination as natural systems and soil types.	were	the operational units for the evaluation of soil resource potential	soil combination as natural soil types	1	1				
US2016B00163	Disease severities , AUDPC and disease progress rate were consistently less on row intercropping + compost application + furrow planting and row intercropping + compost application compared to singly applied climate change resilience strategies and sole planting plots in both locations and seasons.	were	disease progress rate	consistently less on intercropping compared to singly applied climate sole planting plots in both seasons	1	1				
RO1999000119	"""""""""""""""It has been estimated that the quantitative relation """""""""""""""" organic carbon - non-polar hydrocarbons ( petrochemical products - PCP ) """""""""""""""" could be best described by on exponential regressive model because the most significant correlation has been obtained , as well as the least standard deviation and reliability of coefficients and equation with ( p ; 0,001 )."""""""""""""""	has	the most significant correlation	reliability of coefficients	1	1				
ID2001001046	Sistem memerlukan komputer IBM atau kompatibel dengan satu drive atau lebih dan 640 Kilobytes RAM atau cukup dengan 252 Kilobytes apabila dilengkapi dengan math - coprocessor.	drive	satu	atau lebih dan	1	1				
LV2016015216	It thus responds to the major current issues related to food security and environmental protection.	related	the major current issues	to environmental protection	1	1				
AE2019100061	This article presents the results of monitoring of some toxic substances in several small rivers in Kiev region considering the influence of anthropogenic factors.	presents	This article	the results of monitoring of some toxic substances in several small rivers in Kiev region	1	1				
FR2013104489	Although it has often been the cornerstone of integrated pest management ( IPM ) programs , an approach based on crop host - plant resistance ( HPR ) alone shows limitations , unless it takes into account upper scale levels than the mere plant or field , namely the agroecosystem or the landscape levels , in view of achieving sustainable HPR.	alone shows	an approach based on crop host - plant resistance ( HPR )	limitations	1	1				
IR2016700131	Results showed that water stress significantly decreased grain yield , biological yield and harvest index.	showed	Results	that water stress significantly decreased biological yield	1	1				
PH19970137866	Likewise , EON was 50 percent greater at flowering in N 190 ( 21 kg N / ha ) than in N0 ( 11 kg N / ha ) , but similar in both treatments before flowering.	was similar	EON	50 percent greater at flowering in N 190	1	1				
QW2012000848	The project ' Community - based Fish Culture in Seasonal Floodplains ' ( henceforward the community - based fish culture project ) , CGIAR Challenge Program on Water and Food , aims to enhance fish production in seasonal floodplains to improve and sustain rural livelihoods in Bangladesh , Cambodia , China , Mali and Vietnam.	aims to enhance fish production in seasonal floodplains sustain	The project ' Community - based Fish Culture in Seasonal Floodplains ' ( henceforward the community - based fish culture project ) , CGIAR Challenge Program on Food	rural livelihoods in Bangladesh	1	1				
PK2003000145	Wheat planted on 15th October produced maximum leaf area , stem weight , spike weight , and biomass yield.	planted	Wheat	on 15th October	1	1				
SK2008000030	The object of the study was to check an influence of ways of tillage on the changes of humus contents , humus substances and qualitative parameters of humus.	was	The object of the study	to check an influence of ways of tillage on the changes of humus contents	1	1				
ID2004000744	Agroecology map was expected to be a guide for development of agricultural commodity on Kawal ASESOLO , with watching environment , biological diversity , continuous effort , and always keeping the function of conservation and hydrology area ( natural resource conservation ).	to be	Agroecology map	a guide for development of agricultural commodity on Kawal ASESOLO , with watching environment	1	1				
RO1999000089	The highest content of the Cd , Pb and Zn is found in the tobacco leaves , less in the forages and grass , and lest in cereals , vegetables and fruits.	is	The highest content of Zn	lest in cereals	1	1				
GB2012103916	Genotypic correlation for grain yield between locations was high only between the two locations in the Guinea savanna zone.	was	Genotypic correlation for grain yield between locations	high only between the two locations in the Guinea savanna zone	1	1				
BE2002000635	Germination and growth response of maize ( Zea mays ) that was periodically watered with 200 ml of leaf leachates of three selected multipurpose tree species ( MPTs ) - Inga edulis , Anthonatha macrophylla and Dactyladenia barterii were evaluated under a simulated field condition to determine their allolepathic characteristics and suitability for alley cropping.	to determine	Anthonatha macrophylla	their allolepathic characteristics	1	1				
FR2017103430	Ecological intensification , IPM and agroecology are polysemous , flexible and pragmatic approaches , whereas organic farming is well - defined by its scope and standards.	are	Ecological intensification	pragmatic approaches	whereas organic farming is well - defined by its scope	1	1			
LV2011000019	Perennial weed density was more affected by crop rotation and air temperatures on third decade of May and first decade of June.	was	Perennial weed density	more affected by air temperatures on third decade of May and first decade of June	1	1				
US2016216507	AFSs have the capacity to make degraded areas productive , preserving at the same time natural resources and providing food , wood , firewood and diverse vegetable essences.	providing	the same time	food essences	1	1				
PH2007001717	Under upland agroecology , Sinorsoganon produced 18.79 t / ha and Soraw , 17.80 t / ha.	produced	Sinorsoganon	18.79 t	Under upland agroecology	1	1			
DJ2012054394	However , the 2S : 1C planting arrangement exhibited higher LER , competitive indices values , SPI and MAI ( N7857 .11 ) compared to the other planting arrangements and the sole crops.	exhibited	2 s	higher competitive indices values	1	1				
PH1999101399	Stem acted as a temporary storage organ since 89 percent of the total activity found at 1 DAE in the stem was remobilized to the panicle in IR72 as compared with 30 percent in the NPT.	acted as a temporary storage organ found	Stem	at 1 DAE in the stem	was remobilized to the panicle in IR72	1	1			
FR2016204802	The second reflects the increasing need ( by scientists , managers , and the public ) for simulation experimentation to explore options and consequences , for example , future resource use efficiency ( i.e. , manage - ment in sustainable intensification ) , impacts of and adaptation to climate change , understanding market and policy responses to shocks initiated at a biophysical level under increasing demand , and limited supply capacity.	reflects	The second	the increasing need ( by the public and adaptation to climate change , understanding market responses to shocks initiated at a biophysical level under increasing demand , and limited supply capacity	1	1				
FR2013100347	Smallholder farmers in semi-arid Africa are in an increasingly vulnerable position due to the direct and indirect effects of climate change , demographic pressure and resource degradation.	are	Smallholder farmers in semi-arid Africa	in an increasingly vulnerable position	due to the direct effects of climate change	1	1			
LV2019000332	Finally , bread samples enriched with barley grains had higher volume and porosity and lower hardness than samples enriched with barley flour.	enriched	bread samples	with barley grains	1	1				
CN2010002850	Since the 20th century , there has been a rapid charlge in agricultural landscape and fragmentation of farmlands , resulted from expansion of urbanization and installation of agriculture in China.	resulted	a rapid charlge in agricultural landscape of farmlands	from expansion of urbanization	1	1				
ID2000000911	Chickpea can not grow well on the soil dominated by element of CI , S , Na , Mg and Ca.	can not grow well	Chickpea	on the soil	1	1				
GB9608062	Phytotron studies were conducted to determine the intraspecific variation in sensitivity of rice ( Oryza sativa L. ) to enhanced UVB and to test the hypothesis that rice cultivars originating from regions with higher ambient UVB radiation are more tolerant to enhanced UVB.	are	rice cultivars originating from regions with higher ambient UVB radiation	more tolerant to enhanced UVB	1	1				
CZ2007000378	For example , nodule size in T0 was larger by 86 % and 52 % than in T2 at P0 and P30 , respectively.	was	nodule size in T0	larger by 52 % than in T2 at P30	respectively	1	1			
US2016203812	Almost all vendors are women who are alsofarmers.	are	women	alsofarmers	1	1				
FR2014013867	The experimental strategy was developed to allow an integrated analysis of different features of NH3 exchange including : a ) quantification of nearby emissions and advection effects , b ) estimation of net NH3 fluxes with the canopy by a range of micrometeorological measurements , c ) analysis of the sources and sinks of NH3 within the plant canopy , including soils and bioassay measurements , d ) comparison of the effects of grassland management options on NH3 fluxes and e ) assessment of the interactions of NH3 fluxes with aerosol exchange processes.	was developed	The experimental strategy	to allow an integrated analysis of different features of NH3 exchange including : a ) quantification of advection effects , b ) estimation of net NH3 fluxes with the canopy by a range of micrometeorological measurements	1	1				
XF2018001309	Presenting eco-agriculture systems that are somewhat unique in comparison to those of the United States , Latin America , and Europe , Agroecology in China gives insight on how Chinese agroecologists , under the political and cultural systems specific to China , have created a strong foundation for ecologically sound agroecosystem design and management that can be applied and adapted to food systems elsewhere in the world.	have created	Chinese agroecologists	a strong foundation for management adapted to food systems elsewhere in the world	under the cultural systems specific to China	1	1			
PH9610529	During the favorable 1991 season , grain yield increased from 4.7 to 6.1 t / ha , as crop duration increased from 107 to 121 d ( 2050 to 2360 day - degrees ).	increased	grain yield	from 4.7 to 6.1 t / ha	as crop duration increased from 107 to 121 d	During the favorable 1991 season	1	1		
SK2001000204	Precipitations and temperatures were both usefully and harmfully excessive and harmfully insuficient during individual years and months.	were	temperatures	usefully harmfully insuficient	during individual years	1	1			
SK2008000027	Seed rate was the same in all variants - 4.5 million of germinatable grains per hectare at row spacing 175 mm.	was	Seed rate	4.5 million of germinatable grains per hectare	1	1				
ID1999000242	The basic principle of agribusiness is on the component of production of agricultural commodity and its relevant activity with other components which will control the whole performance of agribusiness.	is	The basic principle of agribusiness	on the component of production of its relevant activity with other components	1	1				
GH2005100657	All genotypes were identified as early maturing in both coastal savanna and forest / savanna transition zone.	were identified	All genotypes	as early maturing in both coastal savanna	1	1				
RS2018001330	The percentage of seeds infected with Fusarium sp. and Penicillium sp. was significantly different ( p < 0.05 ) among the cultivars , with the highest value standing at 15.20 percent of Fusarium sp. and 8.54 percent of Penicillium sp. in cultivars MSJ and FSSBu , respectively.	standing	the highest value	at 15.20 percent of Fusarium sp	1	1				
PH9511155	The bases of selection were herbage and root yield , texture and flavor after cooking , color of skin and flesh , oxidation rating and dry matter content.	were	The bases of selection	flavor	after oxidation rating	1	1			
IR2016700071	Germination percentages of Artichoke and Purple coneflower were 72 and 5 % in -10 bar osmotic stress , respectively ; while germination percentages of Artichoke and Purple coneflower were 75 and 8 % in -5 bar salinity stress , respectively.	were	Germination percentages of Artichoke	72	respectively	while germination percentages of Artichoke were 8 % in - 5 bar salinity stress , respectively	1	1		
ID2003001209	Locations with different agroecology affected yields and yield components of tomato genotypes.	affected	different agroecology	yield components of tomato genotypes	1	1				
RO1999000028	The aim of this study was to evaluate the effect of nitrification inhibitor CMP ( 1 - carbamoil , 5 - methyl - pyrasol ) on the uptake of nitrogen fertilizers and accumulation of nitrates in plant biomass using 15N - labelled urea and ammoniumsulphate	have nitrates of	plant biomass	1 - carbamoil	1	1				
PH19970076379	Main plots were nutrient sources for the pre-rice crop ( Sesbania , Sesbania + 13 kg P / ha , Sesbania + 3 t / ha farmyard manure ( FYM ) , fallow ) and subplots were nutrient levels for wet season rice crop ( 0 , 50 kg N / ha + 13 kg P + 25 kg K / ha , 3 t / ha FYM ).	were	fallow	nutrient levels for wet season rice crop	1	1				
NG2019200828	Fruits sourced from humid environment of Imo state and seeds extracted from anterior position , recorded highest seedling vigor performance and high female to male proportions for the field established plants.	sourced	Fruits	from humid environment of seeds	1	1				
GB2013203320	This publication is the result of a seminar on the expansion of sugarcane plantations in Latin America , which took place in So Paulo , Brazil in February 2007.	is	This publication	the result of a seminar on the expansion of sugarcane plantations in Latin America	1	1				
GH2008000006	Rice grain yields were 6.2 , 7.3 and 3.7 t ha - ' for half rate poultry manure + half rate mineral fertilizer at Potrikrom , Biemso No. 1 and Biemso No. 2 respectively , while full rate mineral fertilizer gave 6.6 , 7.3 and 3.9 t ha - i at the three sites respectively.	were	Rice grain yields	6.2 t ha - ' for Biemso No. 1	while full rate mineral fertilizer gave 3.9 t ha - i at the three sites respectively	1	1			
PH2000100249	Although ANUE in the new varieties tended to be higher , the difference was not significant.	to be	ANUE in the new varieties	higher	1	1				
DJ2012060765	Most farmers ( 65 % ) depend on farmer saved seeds for planting.	depend	Most farmers	on farmer saved seeds	for planting	1	1			
PH1998010358	The stimulation of GS activity by N was greatest at midtillering and reduced at later stages.	was	The stimulation of GS activity by N	greatest at midtillering	1	1				
FR2014012096	The field measurements showed strong vertical CHL1 gradient profiles in 26 % of fields which affected REGFLEC performance as well as the relationships between spectral vegetation indices ( SVIs ) and field measurements.	affected	fields	REGFLEC performance	1	1				
NG2019200129	Danilla ( P1 ) , a land race genotype grown in dry savanna ecology and Ife - brown ( P2 ) , a cultivar grown in dry and transitional savanna ecology respectively produced early generations of ( F1 - F2 ) and backcrosses to study the inheritance pattern in 10 agronomic traits.	produced early generations of ( F1 - F2 to study	Danilla	the inheritance pattern	in 10 agronomic traits	1	1			
CZ2012000669	The inputs in the calculation of energy use in agro-ecosystems embraced labour , machinery , electricity , diesel oil , fertilizers , seeds , while rice and straw yield were included in the output.	embraced	The inputs in the calculation of energy use in agro - ecosystems	labour , machinery , electricity , diesel oil , fertilizers , seeds	while straw yield were included in the output	1	1			
RU2016600035	The predecessor of lupine was spring wheat.	was The predecessor of	spring wheat	lupine	1	1				
IR2016700100	The maximum rates and percentage of germination were obtained at control and the minimum percentage of germination was obtained at -12 bars and 350 mmol.	were obtained	The maximum rates	at the minimum percentage of germination was obtained at - 12 bars	1	1				
FR2016226303	Nonetheless , European authorities are now fostering the development of legume crops for sustainable agriculture.	are fostering	European authorities	the development of legume crops for sustainable agriculture	now	1	1			
RO1998000023	"""""""""""""""Wheat growth simulation models constructed by a collaborative team of the Agrophysical Institute - Sanct Petersburg , Russia and Nikola Poushkarov Institute of Soil Science and Agroecology - Sofia , Bulgaria exploit the relationschip between various agrometeorological components of the water and heat balance of the system """""""""""""""" soil - plant - atmosphere """""""""""""""" of the field."""""""""""""""	constructed	Wheat growth simulation models	by a collaborative team of the Agrophysical Institute - Sanct Petersburg	1	1				
FR2014016335	"""""""""""""""This article presents the results of a collaborative thought organized to build a research project on innovative forage systems achieving the new challenges that dairy farming will have to face , and which gathered researchers of INRA , a representative of the Scientific Interst Group """""""""""""""" GIS Elevages Demain """""""""""""""" , as well as professionals and association representatives."""""""""""""""	[is] a representative of	INRA	"""""""""""""""the Scientific Interst Group """""""""""""""" GIS Elevages Demain """""""""""""""""""""""""""""""	1	1				
PH2001100478	In this research , the involvement of AOS system in drought stress is identified.	is identified	the involvement of AOS system in drought stress	In this research	1	1				
QR19970086874	The methodology also included the assessment of the effectiveness and feasibility of improved technology by marginal benefit over cost index ; introduced indices for evaluating systematic productivity , property stability , sustainability , equality , and diversity ; monitoring energy use , efficiency and nutrient equilibrium , and analysis based on the input and output of energy and major nutrients.	based	analysis	on the input	1	1				
FR2016218451	This effect is due to modifications of below - ground structures , with 37 % increase of root and 55 % increase of nodule biomass , and to slight increases of leaf area and photosynthetic rate.We also observed that application of thuricin - 17 induced a 30 % increase of root abscisic acid , an increase of root length and of leaf water potential.	is	This effect	due to modifications of below - ground structures	with 37 % increase of root and of leaf water potential	1	1			
GB2013100110	Middle zone is more productive than lower zone and Upper zone agro ecologies , maize ( Zea mays ) and teff ( Eragrostis teff ) are more productive crops while sesame and niger seed are less productive both physically and economically , improved varieties are more productive than local varieties , maximum tillage frequency in the area is four , increase in tillage frequency increased productivity , and precursor crops affect crop water productivity.	affect	precursor crops	crop water productivity	1	1				
CN2013000814	The carbon ( C ) , nitrogen ( N ) and phosphorus ( P ) variations of a temperate wetland soil under continuous cultivation for 40 yr were determined and evaluated in the Sanjiang Plain , Northeast China.	were evaluated	The carbon ( C ) , nitrogen phosphorus ( P ) variations of a temperate wetland soil under continuous cultivation for 40 yr	in the Sanjiang Plain	1	1				
BG1999000471	The maximum acceptable concentrations af Cd in soil at pH 7 and pH 6 is 3.0 mg / kg soil and 1.5 mg / kg soil respectively.	is	The maximum acceptable concentrations af Cd in soil at pH 6	3.0 mg / kg 1.5 mg / kg	1	1				
AL2012100027	"""""""""""""""For purposes of characterization of similar climate zones in the Albanian territory have been taken the historical series of climate data , which have been digitized and processed by applying the method """""""""""""""" Cluster analysis """""""""""""""" with the view to distinguishing their climate features , which will serve to distinguish the closely - related ecological areas and designing appropriate technologies for cultivation of plants based on such data."""""""""""""""	will serve to distinguish	climate data , which have been digitized	the closely - related ecological areas	1	1				
FR2019146742	There is heated debate about three approaches , which focus on these relationships between agriculture and climate : climate - smart agriculture , agroecology and the 4 per 1000 Initiative on soil carbon.	focus	three approaches	on these relationships between agriculture and climate : climate - smart agriculture , agroecology and the 4 per 1000 Initiative on soil carbon	1	1				
IR2008000646	The characterization part of this report includes descriptions of the characteristics and mapping of the patterns of precipitation , temperature , frost , potential evapotranspiration , aridity , climatic productivity indicators , growing periods , land use / land cover , landforms , soils and agroecological zones.	includes	The characterization part of this report	descriptions of the mapping of the patterns of aridity	1	1				
QC2017600027	In the Mediterranean areas , silvo - pastoralism represents a territorial management system where trees and shrubs grow together with herbs and where livestock takes advantage on such botanical association.	represents	silvo - pastoralism	a territorial management system where trees	In the Mediterranean areas	1	1			
PH9510721	Maximum air temperature increased from 29 deg C in January to 33 deg C in May which was much lower than the highest temperature treatment in the phytotron.	was	33 deg C in May	much lower than the highest temperature treatment in the phytotron	1	1				
XE20122002844	Completely revised , updated , and reworked , the second edition contains new data , new readings , new issues and case studies , and new options.	contains	the second edition	new data	1	1				
AJ2013002034	Rice grain yields were 6.2 , 7.3 and 3.7 t ha - 1 for half rate poultry manure + half rate mineral fertilizer at Potrikrom , Biemso No. 1 and Biemso No. 2 respectively , while full rate mineral fertilizer gave 6.6 , 7.3 and 3.9 t ha - 1 at the three sites respectively.	were t	Rice grain yields	1	1	1				
CZ2010000876	All results suggested that NO - induced PCD is mediated through mitochondrial pathway and regulated by Ca2 +.	suggested	All results	that NO - induced PCD is regulated by Ca2 +	1	1				
BY2007000931	Analysis of buckwheat yielding capacity showed that agribit herbicide depending on the terms and methods of the main soil tillage provided the increase of grain yields on 2,1 - 3,4 c / ha ( 22 - 32 % ).	depending	agribit herbicide	on the terms	1	1				
FR2016229131	In terms of ecosystem service provision , IPM tends to focus on the pest - pathogen regulation service.	tends	IPM	to focus on the pest - pathogen regulation service	1	1				
LV2019000332	Samples enriched with barley flour prepared using sourdough method had sour taste and higher hardness.	had	Samples enriched with barley flour	higher hardness	1	1				
BG1999000463	The method allows to determine field assessment rating for evaluated crops from 0 to 100 , average agronomic rating and categories of different soil units from 1 to 10.	allows	The method	to determine field assessment rating for evaluated crops from 0 to 100	1	1				
